纳税人识别号,纳税人名称,评价年度,税务机关
360105051646303,江西亚兴建设有限公司,2018,国家税务总局南昌市湾里区税务局第二税务分局
360105739184215,江西银厦建筑工程有限公司,2018,国家税务总局南昌市湾里区税务局第二税务分局
360105158665977,江西文城建筑工程有限公司,2018,国家税务总局南昌市湾里区税务局第二税务分局
360105751108581,江西省鹿景园林有限公司,2018,国家税务总局南昌市湾里区税务局第二税务分局
913607216647910360,江西省赣宏建材有限责任公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
91360721352091874Q,赣州胜飞隆贸易有限公司,2018,国家税务总局赣州市赣县区税务局江口税务分局
91360721690997089C,赣州兴盛建设工程有限公司,2018,国家税务总局赣州市赣县区税务局税源管理股
360721160280726,赣州市赣县区建筑勘察设计院,2018,国家税务总局赣州市赣县区税务局梅林税务分局
913607210634738849,江西省同益物流有限公司,2018,国家税务总局赣州市赣县区税务局茅店税务分局
91360721767024534H,江西赣州裕丰畜牧科技有限公司,2018,国家税务总局赣州市赣县区税务局梅林税务分局
360721683451897,赣州市智鑫矿业有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
9136072167497563XX,赣州华瀚有色金属冶炼有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
91360721690973677T,赣州基恒拖车部件有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
91360721685995046D,赣州贵翔新型建材有限公司,2018,国家税务总局赣州市赣县区税务局梅林税务分局
91360721751122164T,赣县金鹰稀土实业有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
360721556040614,赣州市堡山硫石膏开发利用有限公司,2018,国家税务总局赣州市赣县区税务局江口税务分局
9136070069847803X4,赣州市赣县区佳辉房地产有限公司,2018,国家税务总局赣州市赣县区税务局税源管理股
360721558485377,赣州腾辉物流有限公司,2018,国家税务总局赣州市赣县区税务局梅林税务分局
91360721693740764N,赣州春欣物流有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
913607213092487178,赣州市塑锋编织袋制造有限公司,2018,国家税务总局赣州市赣县区税务局茅店税务分局
360721309273883,赣州天宝医药零售连锁有限公司赣县杏康源店,2018,国家税务总局赣州市赣县区税务局梅林税务分局
91360721751101240B,赣州泰普化学有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
91360721778835818Q,赣州力赛科新技术有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局  (责任编辑：admin)
9136072169609899XK,国能赣县生物发电有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
91360721561081111C,赣州庆华电气科技有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
91360721696063789X,赣州盛发肥业精制有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
360721314717338,赣州全盛化工贸易有限公司,2018,国家税务总局赣州市赣县区税务局梅林税务分局
9136072130916824X0,赣州市麦通汽车销售服务有限公司,2018,国家税务总局赣州市赣县区税务局梅林税务分局
91360721343195997D,赣州佳利兄弟制衣有限公司,2018,国家税务总局赣州市赣县区税务局茅店税务分局
9136072134328384X3,赣州万多建材有限公司,2018,国家税务总局赣州市赣县区税务局梅林税务分局
913607217165960812,赣州伟嘉合金有限责任公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
91360721063490107C,江西浩金欧博空调制造有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
9136072173635950XJ,江西黄庆仁栈华氏大药房有限公司赣县零售总店,2018,国家税务总局赣州市赣县区税务局梅林税务分局
91360721314720932W,江西宽竹纸业有限公司,2018,国家税务总局赣州市赣县区税务局茅店税务分局
91360721309156273C,赣州市致泰汽车销售服务有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
913607215787674357,赣州天合鞋业有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
9136070007427870XJ,江西省高新超越精密电子有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
9136090070572931XU,江西瑞思博化工有限公司,2018,国家税务总局铜鼓县税务局第二税务分局
913609223225262757,江西普仁医药有限公司,2018,国家税务总局铜鼓县税务局第二税务分局
91360921744263743B,江西凯鸿建设工程有限公司,2018,国家税务总局铜鼓县税务局第二税务分局
36072132250579X,赣州富盈商贸有限公司,2018,国家税务总局赣州市赣县区税务局梅林税务分局
360721343365132,赣州市赣县区佳诚联运物流有限公司,2018,国家税务总局赣州市赣县区税务局茅店税务分局
91360721589241981W,赣州众合物流有限公司,2018,国家税务总局赣州市赣县区税务局梅林税务分局
91360721744265300B,赣州赣源米业有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
91360700MA35JGDFX9,江西赣县农村商业银行股份有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
913607216749605264,赣州谷神米业有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
91360721754238330Y,赣州市威绿达医疗废物集中处置有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
91360721698499754L,江西丰达新型建材有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
91360721669776417B,赣州华亿通物流有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
913607215840480313,赣州宁成实业有限公司,2018,国家税务总局赣州市赣县区税务局茅店税务分局
91360721322549039G,赣州市东丰纸品包装有限公司,2018,国家税务总局赣州市赣县区税务局梅林税务分局
360721322522004,赣县辉照贸易有限公司,2018,国家税务总局赣州市赣县区税务局茅店税务分局
913607005937772449,樱总业（江西）电子有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
91360721343204179R,赣州鲜明米业有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
91360721076853421J,赣州市雅博彩钢板有限公司,2018,国家税务总局赣州市赣县区税务局茅店税务分局
913607215787512571,赣县四平家电有限责任公司,2018,国家税务总局赣州市赣县区税务局梅林税务分局
913607215787583957,赣州稀土友力科技开发有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
91360721612794315T,赣州希望饲料有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
360721789741235,赣州市降解塑业制品有限公司,2018,国家税务总局赣州市赣县区税务局茅店税务分局
91360721333017062K,赣州中砼机械有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
91360721343313543X,赣州仁德服饰有限公司,2018,国家税务总局赣州市赣县区税务局茅店税务分局
91360721322673371B,赣州美加美建材有限公司,2018,国家税务总局赣州市赣县区税务局梅林税务分局
91360721591812501X,赣州鑫亿化工有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
913607215988661581,赣州鼎洋贸易有限公司,2018,国家税务总局赣州市赣县区税务局茅店税务分局
91360721598865307W,江西加大种猪有限公司,2018,国家税务总局赣州市赣县区税务局梅林税务分局
913607217599572466,江西赣能股份有限公司居龙潭水电厂,2018,国家税务总局赣州市赣县区税务局第二税务分局
360721332856788,江西圣食园食品有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
360721672441079,赣州雅佛生物医材有限公司,2018,国家税务总局赣州市赣县区税务局梅林税务分局
91360721332874783P,赣州市麒鸿轮胎销售有限公司,2018,国家税务总局赣州市赣县区税务局茅店税务分局
360721097142995,赣州奥驰汽车贸易有限公司,2018,国家税务总局赣州市赣县区税务局梅林税务分局
91360721677991694U,赣州市怡辰新能源开发有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
360721685952134,赣州东圣环保有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
91360721680908556U,赣州昌鑫塑料制品有限公司,2018,国家税务总局赣州市赣县区税务局茅店税务分局
91360721332987593D,赣州易天汽车贸易有限责任公司,2018,国家税务总局赣州市赣县区税务局梅林税务分局
913607215610821730,赣州华宏悦汽车有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
9136072133286776X4,赣州善本建材贸易有限公司,2018,国家税务总局赣州市赣县区税务局梅林税务分局
360721680944231,赣州中天脱硫石膏开发利用有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
91360721087138730C,赣州长辉磁业有限公司,2018,国家税务总局赣州市赣县区税务局茅店税务分局
913607215610872499,赣州市华新金属材料有限公司,2018,国家税务总局赣州市赣县区税务局茅店税务分局
360721332832989,赣县五云镇南田金建采石场,2018,国家税务总局赣州市赣县区税务局梅林税务分局
360721343240612,赣州诚优建材有限公司,2018,国家税务总局赣州市赣县区税务局梅林税务分局
91360721399430212J,赣州安佑生物科技有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
913607210674535818,江西坚强百货连锁有限公司赣县鑫运店,2018,国家税务总局赣州市赣县区税务局梅林税务分局
91360721705712294R,赣州白塔金属材料有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
913607217947695236,赣州市全标生物科技有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
360721091088609,赣州市赣县区华瑞环保有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
913607215560380475,赣州谷翼崎服饰有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
913607213091007395,赣州红土贸易有限公司,2018,国家税务总局赣州市赣县区税务局梅林税务分局
91360721067478287D,赣州江铃汽车销售服务有限公司赣县分公司,2018,国家税务总局赣州市赣县区税务局茅店税务分局
91360721067475932T,赣县格源新型建材有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
91360721794792571R,赣州嘉通磁电制品有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
91360721MA35FMQF7X,赣州奕秋广告传媒有限公司,2018,国家税务总局赣州市赣县区税务局梅林税务分局
91360700733915996Y,谱赛科(江西)生物技术有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
360721091075891,赣州全盛玻璃钢制品有限公司,2018,国家税务总局赣州市赣县区税务局茅店税务分局
91360721099792828T,江西友华农业科技发展有限公司,2018,国家税务总局赣州市赣县区税务局江口税务分局
91360721399705714R,赣州鼎鸿汽车服务有限公司,2018,国家税务总局赣州市赣县区税务局梅林税务分局
91360721MA35FQFH49,赣县金元采石场,2018,国家税务总局赣州市赣县区税务局梅林税务分局
91360721792818264L,赣州星辰物流有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
91360721MA35F93D94,赣州卫泰贸易有限公司,2018,国家税务总局赣州市赣县区税务局茅店税务分局
91360721MA35FB6588,江西青木环保科技有限公司,2018,国家税务总局赣州市赣县区税务局梅林税务分局
91360721MA35F9X89J,江西优电成套设备有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
91360721MA35FYU539,赣州艺博热转印科技有限公司,2018,国家税务总局赣州市赣县区税务局茅店税务分局
360721705707444,赣州市赣县区泰安潜龙民爆器材专营有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
913607217319523475,赣州杨雅水电有限责任公司,2018,国家税务总局赣州市赣县区税务局梅林税务分局
913607217994859097,江西赣县医药有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
360721571196617,赣县百家乐蔬菜专业合作社,2018,国家税务总局赣州市赣县区税务局江口税务分局
360721051622635,赣州天文磁业有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
913607217057076989,赣州天悦建设工程有限公司,2018,国家税务总局赣州市赣县区税务局税源管理股
91360721573606704T,江西宝宝乐畜牧有限公司,2018,国家税务总局赣州市赣县区税务局王母渡税务分局
91360721568680934Q,赣州澳丽尔化妆品有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
91360700568672600H,萬美皮革（江西）有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
91360721571178902B,赣州金钇有色金属有限公司,2018,国家税务总局赣州市赣县区税务局茅店税务分局
91360721756794760K,中矿(赣州)国际钴业有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
91360721751148559T,赣州市顺达包装材料有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
360721664754235,赣州新光有机硅有限公司,2018,国家税务总局赣州市赣县区税务局梅林税务分局
91360721561086721K,赣州源林房地产开发有限公司,2018,国家税务总局赣州市赣县区税务局税源管理股
913607216984502724,江西省吉水文水房地产开发有限公司赣县分公司,2018,国家税务总局赣州市赣县区税务局税源管理股
91360721584043687Q,江西龙港印刷有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
360721690997556,赣州永富工贸有限公司,2018,国家税务总局赣州市赣县区税务局梅林税务分局
91360721784149398G,赣州精达模具机械有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
913607216724269952,赣州鑫安爆破有限责任公司,2018,国家税务总局赣州市赣县区税务局税源管理股
360721596514386,赣县菩提山蔬菜专业合作社,2018,国家税务总局赣州市赣县区税务局梅林税务分局
360721160282502,江西省赣州市赣县区公共汽车公司,2018,国家税务总局赣州市赣县区税务局梅林税务分局
91360721759978573P,赣州腾远钴业新材料股份有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
93360721698469731U,赣县五云栈房子蔬菜专业合作社,2018,国家税务总局赣州市赣县区税务局梅林税务分局
360721693722099,赣县五云桥无公害蔬菜专业合作社,2018,国家税务总局赣州市赣县区税务局梅林税务分局
91360721698467584N,赣州福鑫财实业有限公司,2018,国家税务总局赣州市赣县区税务局茅店税务分局
91360721550899102C,赣州红土物流有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
91360721664781217L,赣州宝丰畜牧科技有限公司,2018,国家税务总局赣州市赣县区税务局王母渡税务分局
913607216647564760,江西赣县南方水泥有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
91360721351334600J,赣州百兴包装制品有限公司,2018,国家税务总局赣州市赣县区税务局第二税务分局
360521087100257,江西省众安医疗器械有限公司,2018,国家税务总局分宜县税务局钤东税务分局
36052108149809X,新余巨丰农牧发展有限责任公司,2018,国家税务总局分宜县税务局钤东税务分局
9136052115995018XT,分宜县誉三建筑工程有限公司,2018,国家税务总局分宜县税务局税源管理股
360521095607672,江西沁和贸易有限公司,2018,国家税务总局分宜县税务局钤东税务分局
360521098960324,江西省东光机械传动有限公司,2018,国家税务总局分宜县税务局钤东税务分局
91360521399433886K,江西庭艺户外家具有限公司,2018,国家税务总局分宜县税务局钤东税务分局
360521076896966,分宜县辛记种植专业合作社,2018,国家税务总局分宜县税务局钤东税务分局
36052130929174X,分宜县佳讯科技有限公司,2018,国家税务总局分宜县税务局钤东税务分局
913605213146042450,分宜县安盛建材有限公司,2018,国家税务总局分宜县税务局钤东税务分局
360521309236329,分宜县祥华贸易有限公司,2018,国家税务总局分宜县税务局钤东税务分局
91360521314606806F,分宜鸿运木材加工厂,2018,国家税务总局分宜县税务局钤东税务分局
913605213091073321,江西旺鲜源农牧发展有限公司,2018,国家税务总局分宜县税务局凤阳税务分局
360521314671042,新余市赛贸鞋业有限公司,2018,国家税务总局分宜县税务局钤东税务分局
91360521091081626C,分宜县旺忠人才有限公司,2018,国家税务总局分宜县税务局钤东税务分局
91360521759992519X,分宜县保安服务公司,2018,国家税务总局分宜县税务局第二税务分局
91360983784148846E,高安市安发物资贸易有限公司,2018,国家税务总局高安市税务局灰埠税务分局
913609837872654316,高安市田南工业项目区服务有限公司,2018,国家税务总局高安市税务局灰埠税务分局
91360983751144021R,高安市大盛纺织有限公司,2018,国家税务总局高安市税务局税源管理股
360983696061986,高安鑫浪实业有限公司,2018,国家税务总局高安市税务局税源管理股
360983693749646,高安市志忠农机有限公司,2018,国家税务总局高安市税务局第二税务分局
91360983696064837K,高安市东方农机有限公司,2018,国家税务总局高安市税务局第二税务分局
360983553521658,江西铭瑞陶瓷有限公司,2018,国家税务总局高安市税务局灰埠税务分局
913609837670079291,江西省瑞丰制泵有限公司,2018,国家税务总局高安市税务局八景税务分局
91360983566298862Y,江西瑞冠精密铸造有限公司,2018,国家税务总局高安市税务局税源管理股
91360983558466176E,江西省欧陶科技有限公司,2018,国家税务总局高安市税务局八景税务分局
360983161094773,高安市上游水库发电有限公司,2018,国家税务总局高安市税务局龙潭税务分局
91360983563837330G,江西瑞州汽运集团联发物流有限公司,2018,国家税务总局高安市税务局税源管理股
913609835638466403,江西省高安汽运集团嘉泰汽运有限公司,2018,国家税务总局高安市税务局灰埠税务分局
91360983550891215N,江西金丽陶瓷有限公司,2018,国家税务总局高安市税务局灰埠税务分局  (责任编辑：admin)
913609835686931451,江西华农恒青生物科技有限公司,2018,国家税务总局高安市税务局八景税务分局
91360983568693110E,江西华农恒青农牧有限公司,2018,国家税务总局高安市税务局八景税务分局
913609836674990493,江西正邦化工高安销售有限公司,2018,国家税务总局高安市税务局税源管理股
91360983698453684U,国泰君安证券股份有限公司宜春高安瑞州路证券营业部,2018,国家税务总局高安市税务局第二税务分局
360983309168610,宜春瑾圆贸易有限公司,2018,国家税务总局高安市税务局税源管理股
913609833328714356,江西信泰丰国际货运代理有限公司,2018,国家税务总局高安市税务局第二税务分局
91360983309266835Y,江西五菱机电设备有限公司,2018,国家税务总局高安市税务局八景税务分局
9136098309106093XD,江西亿嘉汽运有限公司,2018,国家税务总局高安市税务局龙潭税务分局
91360983091065407X,江西省万国物流有限公司,2018,国家税务总局高安市税务局龙潭税务分局
913609830871494563,高安瑞成物流有限公司,2018,国家税务总局高安市税务局灰埠税务分局
91360983763354843T,江西省景雪碳酸钙有限公司,2018,国家税务总局高安市税务局八景税务分局
91360983672425765G,江西明珠合辉投资有限公司,2018,国家税务总局高安市税务局八景税务分局
913609830910510992,江西星光汽车销售服务有限公司,2018,国家税务总局高安市税务局第二税务分局
913609830910855552,江西欧奈特机电模具有限公司,2018,国家税务总局高安市税务局八景税务分局
91360983309106487J,高安市超鹰科技有限公司,2018,国家税务总局高安市税务局税源管理股
91360983332891807F,江西省昌顺化工有限公司,2018,国家税务总局高安市税务局灰埠税务分局
91360983751142915R,高安市寰锦塑料型材有限公司,2018,国家税务总局高安市税务局税源管理股
913609837567828317,高安市佳宝汽车销售有限公司,2018,国家税务总局高安市税务局第二税务分局
91360983669786789M,江西普京陶瓷有限公司,2018,国家税务总局高安市税务局八景税务分局
913609833146403267,江西瑞州汽运集团佳龙汽运有限公司,2018,国家税务总局高安市税务局龙潭税务分局
913609836620080010,江西金刚新材料有限公司,2018,国家税务总局高安市税务局第二税务分局
91360983799452904Y,江西高安市厚德鑫实业有限公司,2018,国家税务总局高安市税务局灰埠税务分局
91360983769799077F,高安市双鸿皮革有限公司,2018,国家税务总局高安市税务局筠阳税务分局
91360983739187133Q,高安市顺风车辆销售有限责任公司,2018,国家税务总局高安市税务局税源管理股
91360983092913797G,高安市宏力网丝科技有限公司,2018,国家税务总局高安市税务局税源管理股
91360983556042281J,江西陶臣陶瓷有限公司,2018,国家税务总局高安市税务局八景税务分局
91360983664788275B,高安市丰源实业有限公司,2018,国家税务总局高安市税务局税源管理股
91360983759976076A,江西大成水泥制品有限公司,2018,国家税务总局高安市税务局税源管理股
913609830768518802,江西瑞州汽运集团欣禧物流有限公司,2018,国家税务总局高安市税务局灰埠税务分局
91360983076881529X,高安洪建物流有限公司,2018,国家税务总局高安市税务局税源管理股
91360983772382360U,江西雪峰化工有限公司,2018,国家税务总局高安市税务局灰埠税务分局
91360983322509088P,江西唯尔佳毯业有限公司,2018,国家税务总局高安市税务局税源管理股
9136098361287063XJ,高安市畜产品有限公司,2018,国家税务总局高安市税务局税源管理股
91360983081480869L,高安市田南小金加油站,2018,国家税务总局高安市税务局灰埠税务分局
360983161089827,高安市泗岗煤矿,2018,国家税务总局高安市税务局灰埠税务分局
360983677986369,高安市福铃汽车销售有限责任公司,2018,国家税务总局高安市税务局第二税务分局
91360983314620034H,高安市华宝陶瓷原料有限公司,2018,国家税务总局高安市税务局第二税务分局
913609836620426720,江西赣虹陶瓷有限公司,2018,国家税务总局高安市税务局八景税务分局
913609837670443751,高安海超纳米新材料科技有限公司,2018,国家税务总局高安市税务局灰埠税务分局
9136098376337764X5,高安南特东腾工程机械制造有限公司,2018,国家税务总局高安市税务局税源管理股
91360983733917844X,江西维尔宝食品生物有限公司,2018,国家税务总局高安市税务局龙潭税务分局
913609833225329074,佛山市南海金叶物流有限公司高安桃源分公司,2018,国家税务总局高安市税务局第二税务分局
913609835638010639,高安市瑞钦汽车贸易有限公司,2018,国家税务总局高安市税务局第二税务分局
91360983775855047C,高安市华辉竹木制品有限责任公司,2018,国家税务总局高安市税务局龙潭税务分局
360983763385674,江西华明纳米碳酸钙有限公司,2018,国家税务总局高安市税务局灰埠税务分局
91360983705737205B,中国农业发展银行高安市支行,2018,国家税务总局高安市税务局第二税务分局
913609837057373442,高安市酒类供销有限责任公司,2018,国家税务总局高安市税务局第二税务分局
91360983561083061E,高安旺大生物科技有限公司,2018,国家税务总局高安市税务局八景税务分局
9136098331472540X9,江西瑞州汽运集团友信汽运有限公司,2018,国家税务总局高安市税务局龙潭税务分局
913609836984544682,高安市千禧实业有限公司,2018,国家税务总局高安市税务局灰埠税务分局
913609836674687287,高安市华伟实业投资有限公司,2018,国家税务总局高安市税务局第二税务分局
91360983581607758D,高安市得道实业有限公司,2018,国家税务总局高安市税务局第二税务分局
9136098358400133XD,江西远索技术有限公司,2018,国家税务总局高安市税务局龙潭税务分局
913609835840140427,高安市圣骐科技材料有限公司,2018,国家税务总局高安市税务局筠阳税务分局
360983763354608,江西佳新汽车销售服务有限责任公司,2018,国家税务总局高安市税务局第二税务分局
913609837947542419,江西省高安市仁牌陶瓷有限公司,2018,国家税务总局高安市税务局八景税务分局
9136098355352308X0,宜春年富汽车贸易有限公司,2018,国家税务总局高安市税务局税源管理股
91360983553527355G,江西省金三角陶瓷有限公司,2018,国家税务总局高安市税务局龙潭税务分局
91360983584009382Q,高安市新桥活性炭有限公司,2018,国家税务总局高安市税务局八景税务分局
91360983581646810X,高安市洁万家日用品制造有限公司,2018,国家税务总局高安市税务局八景税务分局
9136098333292869XG,江西瑞州汽运集团揭阳汽运有限公司,2018,国家税务总局高安市税务局灰埠税务分局
913609837670422309,高安市国员实业有限公司,2018,国家税务总局高安市税务局税源管理股
91360983563817305D,高安天孚光电技术有限公司,2018,国家税务总局高安市税务局龙潭税务分局
91360983566264638Y,高安市强意实业有限公司,2018,国家税务总局高安市税务局龙潭税务分局
91360983669785030M,高安市瑞康供水设备厂,2018,国家税务总局高安市税务局八景税务分局
91360983688543854W,江西神州陶瓷有限公司,2018,国家税务总局高安市税务局八景税务分局
913609836909900714,高安市天然气有限公司,2018,国家税务总局高安市税务局八景税务分局
91360983688544734C,江西新阳陶瓷有限公司,2018,国家税务总局高安市税务局八景税务分局
360983688527408,高安市南卓五金铸造有限公司,2018,国家税务总局高安市税务局灰埠税务分局
91360983784134647H,高安傲农生物科技有限公司,2018,国家税务总局高安市税务局八景税务分局
91360983784115403D,高安市盛元碳酸钙发展有限公司,2018,国家税务总局高安市税务局灰埠税务分局
360823343317261,江西强济药业有限公司,2018,国家税务总局峡江县税务局第二税务分局
913608233147946839,峡江县天顺物流有限公司,2018,国家税务总局峡江县税务局第二税务分局
913608233997057654,吉安市赣之村电子商务有限公司,2018,国家税务总局峡江县税务局巴邱税务分局
91360823591819156G,江西豫章药业有限公司,2018,国家税务总局峡江县税务局第二税务分局
36082356629196X,江西省长鸿汽车贸易有限责任公司,2018,国家税务总局峡江县税务局第二税务分局
36082376335910X,隆都物流有限公司,2018,国家税务总局峡江县税务局巴邱税务分局
91360823591802741P,江西普丽尔药业有限公司,2018,国家税务总局峡江县税务局第二税务分局
91360823343193510C,峡江县纵横物流有限公司,2018,国家税务总局峡江县税务局税源管理股
91360823065375874J,峡江县安托物流有限公司,2018,国家税务总局峡江县税务局巴邱税务分局
91360823558454781R,峡江县战友物流有限公司,2018,国家税务总局峡江县税务局巴邱税务分局
91360823051601279R,江西鸿仕达建筑石材有限公司,2018,国家税务总局峡江县税务局第二税务分局
91360823598895450B,吉安华帆汽车销售有限公司,2018,国家税务总局峡江县税务局第二税务分局
91360823343251899N,峡江县东信实业发展有限公司,2018,国家税务总局峡江县税务局第二税务分局
91360823MA35LBJJ8J,峡江县友邦物流有限公司,2018,国家税务总局峡江县税务局巴邱税务分局
913608235535003637,峡江县世纪汽车贸易有限公司,2018,国家税务总局峡江县税务局巴邱税务分局
360823775860997,江西省金旭园艺花木有限公司,2018,国家税务总局峡江县税务局第二税务分局
91360823767034038B,峡江县赣荣航运有限责任公司,2018,国家税务总局峡江县税务局巴邱税务分局
913608231621503430,峡江县自来水公司,2018,国家税务总局峡江县税务局巴邱税务分局
91360823705776343L,峡江县供水有限公司,2018,国家税务总局峡江县税务局第二税务分局
9136082386215197XC,中国建设银行股份有限公司峡江支行,2018,国家税务总局峡江县税务局第二税务分局
913608237277535213,峡江县豫泰胶合板厂,2018,国家税务总局峡江县税务局税源管理股
360823727746911,峡江县精细化工厂,2018,国家税务总局峡江县税务局第二税务分局
360823081471698,江西省吉水县房地产开发公司峡江县分公司,2018,国家税务总局峡江县税务局第二税务分局
360823094435784,江西省颖川建材有限公司,2018,国家税务总局峡江县税务局第二税务分局
91360823094730468E,江西玉峡科技发展有限公司,2018,国家税务总局峡江县税务局第二税务分局
913608235840436528,峡江县惠农农机有限公司,2018,国家税务总局峡江县税务局第二税务分局
91360823092907952B,江西顺福堂中药饮片有限公司,2018,国家税务总局峡江县税务局第二税务分局
91360823092902836U,峡江县华通混凝土有限公司,2018,国家税务总局峡江县税务局第二税务分局
913608233329204281,峡江县宏顺物流有限公司,2018,国家税务总局峡江县税务局巴邱税务分局
913601006674910045,江西弘磊建设工程集团有限公司,2018,国家税务总局南昌市红谷滩新区税务局第二税务所
91360125MA35K26508,江西赛吉纳科技发展有限公司,2018,国家税务总局南昌市红谷滩新区税务局税源管理科
361102563808003,上饶市百川畅银新能源有限公司,2018,国家税务总局上饶市税务局第一税务分局税源管理股
361101159307047,江西省弘毅建设集团有限公司,2018,国家税务总局上饶市税务局第一税务分局国际税收管理股
361100756763374,日立电梯(中国)有限公司江西分公司,2018,国家税务总局上饶市税务局第一税务分局税源管理股
361101741968182,绿宝景观建设集团有限公司,2018,国家税务总局上饶市税务局第一税务分局国际税收管理股
361101662048273,央邦建设集团股份有限公司,2018,国家税务总局上饶市税务局第一税务分局国际税收管理股
91360503MA37Y48D2K,新余国玺能源有限公司,2018,国家税务总局分宜县税务局钤东税务分局
91360503MA37Y47C8F,新余弘毅能源有限公司,2018,国家税务总局分宜县税务局钤东税务分局
91360000553544112U,江西省天然气投资有限公司,2018,国家税务总局分宜县税务局第二税务分局
91360500792832859H,新余农村商业银行股份有限公司,2018,国家税务总局分宜县税务局第二税务分局
913605007277616796,国药控股新余有限公司,2018,国家税务总局分宜县税务局钤东税务分局
913607315535205591,于都家家兴房地产开发有限责任公司,2018,国家税务总局于都县税务局税源管理股
91360731612824983R,赣州港都卫生制品有限公司,2018,国家税务总局于都县税务局贡江税务分局
91360731056429893U,于都恒耀实业有限公司,2018,国家税务总局于都县税务局税源管理股
913607317599663293,于都荣鑫房地产开发有限公司,2018,国家税务总局于都县税务局税源管理股
91360731550867848L,江西旭华房地产开发有限公司,2018,国家税务总局于都县税务局税源管理股
913607317277741387,于都高山青草奶业有限公司,2018,国家税务总局于都县税务局第二税务分局
9136073159887094XA,赣州聚源置业有限公司,2018,国家税务总局于都县税务局税源管理股
913607317057182315,于都县东升房地产开发有限公司,2018,国家税务总局于都县税务局税源管理股
91360731160720103R,江西省于都县自来水公司,2018,国家税务总局于都县税务局第二税务分局
9136073175677791X9,江西润鹏矿业股份有限公司,2018,国家税务总局于都县税务局第二税务分局
913607317841223716,于都县福丰置业有限责任公司,2018,国家税务总局于都县税务局税源管理股
9136073158402913XN,于都县合旺纸品包装有限公司,2018,国家税务总局于都县税务局第二税务分局
91360731767021237K,于都县天元建筑安装工程有限公司,2018,国家税务总局于都县税务局税源管理股
91360731685988911B,于都县万通汽车贸易有限公司,2018,国家税务总局于都县税务局贡江税务分局
91360700688518755M,于都大田鞋业有限公司,2018,国家税务总局于都县税务局第二税务分局
