customer,createdOn,name,content,createdBy,createdOn
新国都,2019-02-13 00:01,None,None,徐毅,2019-02-13 00:01
杭州符律科技有限公司,2019-02-13 00:10,线上沟通,对方说目前项目优先级不是很高 暂缓,徐毅,2019-03-05 14:30,线上沟通,发送数据接口文档给对方技术做评估,徐毅,2019-02-26 16:39,None,None,徐毅,2019-02-13 00:10
上海华夏邓白氏商业信息咨询有限公司,2019-02-13 00:23,None,None,徐毅,2019-02-13 00:23
厦门一品酷泰网络科技有限公司,2019-04-26 02:12,报价,目前我司专利数据库存量1100万每个月抓新交付20万左右 没有更新报价是库5万 更新一年5万,徐毅,2019-04-26 02:13,None,None,徐毅,2019-04-26 02:12
杭州信雅达泛泰科技有限公司,2019-05-10 15:23,数据交付,今天最终受益人数据已经交付，明天合同他们盖章寄出,徐毅,2019-05-15 20:05,None,None,徐毅,2019-05-10 15:23
上海复硕正态企业管理咨询有限公司,2019-03-05 10:04,None,None,徐毅,2019-03-05 10:04
上海复硕正态企业管理咨询有限公司,2019-02-11 23:33,None,None,徐毅,2019-02-11 23:33
百度时代网络技术(北京)有限公司,2019-02-11 23:52,None,None,徐毅,2019-02-11 23:53,None,None,徐毅,2019-02-11 23:52,None,None,徐毅,2019-02-11 23:52
上海资信征信有限公司,2019-03-01 17:22,跟进,上海资信那边有最终受益人/股权穿透需求的客户最终选择了天眼查，因为给的报价是4万元，包括企业信息的查询、股权穿透以及最終受益人的各查询50万次。所以上海资信就暂时先不采购，等到这部分随后在今年的统一采购里带着采了,徐毅,2019-04-19 01:51,跟进,被告知目前在测试，测试结果反馈时间未知,徐毅,2019-03-28 02:29,跟进,对方要求我们再开各500次测试额度给他们客户，然后他们好推进项目合作,徐毅,2019-03-21 00:46,线上跟进,目前这个项目他们上海资信还没有谈下来，但是希望我们接口给他们他们给到客户先调用着，希望我们按照0.2元一条给他们结算，我和他们说按条的话是0.5元/条结算，先付预存款，然后后面项目定下来再补差价走补充协议转成买断次数的价格。对方和领导沟通后说如果要这样那就等后面有大采购的话再和我们谈了,徐毅,2019-03-19 14:50,线上沟通,数据测试完，和老板确定合同，晚些答复我,徐毅,2019-03-13 23:23,None,None,陈摩西,2019-03-07 10:16,线上沟通,开放接口给对方做数据联调,徐毅,2019-03-06 18:50,线上沟通,对方说各30万次能否5万左右成交，征询摩西意见后报价8万，已经答复给对方，等待反馈,徐毅,2019-03-04 17:15,None,None,徐毅,2019-03-01 17:22
上海资信征信有限公司,2019-02-25 18:02,None,None,徐毅,2019-02-25 18:22,None,None,徐毅,2019-02-25 18:21,None,None,徐毅,2019-02-25 18:02,None,None,徐毅,2019-02-25 18:02
标天下,2019-02-13 00:20,跟进,维护中告知希望我们帮其筛选出全国商标代理机构，共3万家，具体业务用途明天联系,徐毅,2019-03-28 02:29,None,None,徐毅,2019-02-13 00:20
同盾科技有限公司,2019-02-13 00:24,数据交付,4.15日已经打款10万4.19日交付数据并且发出2张发票和帮对方制作代付证明模板,徐毅,2019-04-22 00:32,合同跟进,协议和收据盖章寄出，对方收到收据走打款流程,徐毅,2019-04-10 16:33,跟进,对方先盖章寄出由于我们现在出不来发票，所以先付10万，然后我们寄出收据，数据开始交付，然后开票之后再付4万,徐毅,2019-04-09 17:04,None,None,徐毅,2019-04-09 17:03,协议确认,将定稿协议发给对方，确认后周一盖章寄出,徐毅,2019-04-04 18:01,商务确认,1.确认本次买库合作价格 14万，更新每次1万2.确认合同内交付数据字段和数据交付邮箱3.明天安排合同寄出,徐毅,2019-04-03 22:26,协议跟进,修改了对方法务修正后的协议，给律师在过，其他条款没有问题，主要集中在数据能否给关联企业用，和用我们的数据出错后免责条款,徐毅,2019-04-01 18:01,跟进,已经拟订完合同发给律师审核，买库15万，后面每次更新1万,徐毅,2019-03-28 17:16,跟进,和对方确认好一年更新6次+库一共20万，对方上报领导这边,徐毅,2019-03-21 00:45,拜访,对方希望正库+一年更新金额控制在20万左右，和摩西沟通之后给对方答复,徐毅,2019-03-15 13:10
广州某律所,2019-02-14 02:12,None,None,徐毅,2019-02-14 02:12,None,None,徐毅,2019-02-14 02:12
上海言通网络科技有限公司,2019-02-25 14:08,跟进,1.处理新版本上线后，独立版的登录问题2.整理对账单没喝系统自动出的调整一致,徐毅,2019-04-16 01:34,None,None,徐毅,2019-04-12 15:29,对账单跟进,整理对账单发给对方，催促其打款。另外安排时间上门沟通独立版功能,徐毅,2019-04-09 17:03,线上跟进,告知4 12上线电销版，和独立版有区别,徐毅,2019-03-28 02:27,对账单,发送对账单，目前欠费，催其打款。另外对方希望我们出具数据合规性方面的说明，再安排法务整理中,徐毅,2019-03-21 00:44,线上沟通,月底上线一个版本会强制要求上传营业执照，不一致是用不了的 所以必须开户公司名称真实,徐毅,2019-03-15 13:08,线上跟进,1.确认返回给我们的字段2.对账，目前欠费，催促打款,徐毅,2019-03-13 23:22,线上跟进发送对账单,告知在他们的网站内放外链需要到下个月，另外发出3月份对账单，余额还有9500元,徐毅,2019-03-06 01:31,None,None,徐毅,2019-02-25 14:09,None,None,徐毅,2019-02-25 14:08
厦门一品酷泰网络科技有限公司,2019-02-25 15:42,None,None,徐毅,2019-04-12 15:30,数据问题,1.业务中发现有重复数据和状态不一致，重复为入库时候有问题，不一致是没有抓取没公告的更新数据，希望沟通后希望我们可以提供实时爬虫服务，由于前期需要投入的成本比较大，还在和其他几家做需求和付费意愿度沟通，然后再看要不要做,徐毅,2019-04-04 17:54,None,None,徐毅,2019-02-25 15:42
厦门一品酷泰网络科技有限公司,2019-02-25 15:59,None,None,徐毅,2019-02-25 18:23,None,None,徐毅,2019-02-25 18:23,None,None,徐毅,2019-02-25 15:59,None,None,徐毅,2019-02-25 15:59
上海百服软件技术有限公司,2019-02-25 16:11,电话逼单,打个电话尝试逼单，客户说BABALBALBA,陈摩西,2019-02-26 13:54,None,None,徐毅,2019-02-25 18:22,None,None,徐毅,2019-02-25 18:22,None,None,徐毅,2019-02-25 16:11,None,None,徐毅,2019-02-25 16:11
浙江知夫子信息科技有限公司,2019-02-25 16:16,实时爬虫需求确认,询问实时爬虫的需求点和付费意愿度,徐毅,2019-04-04 17:51,None,None,徐毅,2019-02-25 18:22,None,None,徐毅,2019-02-25 18:22,None,None,徐毅,2019-02-25 16:16,None,None,徐毅,2019-02-25 16:16
浙江知夫子信息科技有限公司,2019-03-10 23:36,None,None,徐毅,2019-04-26 11:53,线上沟通,合同和发票已经寄出 收到后打款,徐毅,2019-03-21 00:43,线上沟通,合同拟订发给对方,徐毅,2019-03-13 13:51,线上沟通,裕阳接口到期，上周和客户提前沟通了下，确认了继续合作价格,徐毅,2019-03-10 23:37,None,None,徐毅,2019-03-10 23:36,None,None,徐毅,2019-03-10 23:36
上海迪塔班克数据科技有限公司,2019-02-13 00:06,跟进联系,确认培训时间,徐毅,2019-05-09 19:33,跟进,微信告知5月下旬推产品的话现在需要开始我过去帮他们进行产品培训了，但是微信没有回复，电话也没有接,徐毅,2019-05-06 21:37,跟进,说5月下旬推向市场，5月上旬让我去做集中培训,徐毅,2019-04-16 01:32,None,None,徐毅,2019-04-12 15:30,跟进,1.询问进度，被告知俺搜云还在开发中，等5月1号前上线新的版本，才开始推,徐毅,2019-03-28 02:26,电话催款,电话跟进催付款 说明天打款,徐毅,2019-02-27 20:34,None,None,徐毅,2019-02-13 00:06
上海热搜网络科技有限公司,2019-02-27 00:29,发送对账单,发送对账单，提醒充值,徐毅,2019-05-06 21:36,跟进,询问新版上线后遇到的问题,徐毅,2019-04-16 01:30,None,None,徐毅,2019-04-12 15:29,账户跟进,跟进删除了之前错误开通的帐号，规范开户流程,徐毅,2019-04-04 17:50,线上沟通,1.完成接口对接，开始销售2.客户希望每个电销版帐号增加100日查看，明天和摩西确认3.告知4 12上线电销版，去除下载功能,徐毅,2019-03-28 02:25,None,None,徐毅,2019-03-25 15:50,线上沟通,目前还在写对接接口，对接完连调后可以打款开始OEM,徐毅,2019-03-21 00:42,线上沟通,确定合同，合同盖章寄出签订完合同后先做接口对接，然后打款，再做oem,徐毅,2019-03-13 13:51,None,None,徐毅,2019-03-13 13:50,线上沟通,确定合同，预存款2万 每次付2万,徐毅,2019-03-12 12:32
三河市通马科技有限公司,2019-03-05 18:04,接口对接事宜,由于客户技术能力不足，和他们说了付费我们来帮他们开发的情况，对方老板表示接受，周一给我们他们机器人帐号密码和接口文档我们评估工作量然后报价给客户,徐毅,2019-04-22 00:28,电话沟通,和对方告知电销专用版本4 12上线，对方已知晓，并且希望后面代理独立版，下一步开始对接接口,徐毅,2019-03-28 02:24,线上沟通,今天把对接好的短信接口发给我们了，等对接完可以正式开始卖,徐毅,2019-03-21 00:42,线上沟通,催促公安备案,徐毅,2019-03-13 15:55,线上沟通,除了公安备案其他材料已经在周日准备好，周一发给edw开始做对接,徐毅,2019-03-10 23:34,线上沟通,1.合同盖章，发票申请2.问对方要oem需要的材料,徐毅,2019-03-07 17:57,线上沟通,帮销售介绍产品，整理OEM需要的材料表格发给对方,徐毅,2019-03-06 18:38,None,None,徐毅,2019-03-05 18:04
上海掌淘信息科技有限公司,2019-03-10 23:44,None,None,徐毅,2019-03-22 15:37,线上沟通,对方说在忙还没时间看合同,徐毅,2019-03-21 00:41,线上沟通,拟订合同发给对方,徐毅,2019-03-14 16:31,线上沟通,沟通使用情况，确认续费意愿，到期续费,徐毅,2019-03-10 23:45,None,None,徐毅,2019-03-10 23:44
